jurisdiction,metric,delta,flag_type,correction_status
West Virginia,offender_profiles,-7890,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,181751,Spike Detection,Unreviewed
West Virginia,arrestee,183916,Spike Detection,Unreviewed
West Virginia,forensic_profiles,5725,Spike Detection,Unreviewed
West Virginia,arrestee,-183398,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-181750,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,7890,Spike Detection,Unreviewed
West Virginia,offender_profiles,-7890,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,181750,Spike Detection,Unreviewed
West Virginia,arrestee,183398,Spike Detection,Unreviewed
West Virginia,forensic_profiles,6242,Spike Detection,Unreviewed
West Virginia,arrestee,-183398,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-181750,Monotonicity Violation,Unreviewed
West Virginia,arrestee,-518,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,-13744,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,190916,Spike Detection,Unreviewed
West Virginia,arrestee,197347,Spike Detection,Unreviewed
West Virginia,forensic_profiles,7313,Spike Detection,Unreviewed
West Virginia,arrestee,-196705,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-7954,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-190915,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,13744,Spike Detection,Unreviewed
West Virginia,offender_profiles,-13744,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,191666,Spike Detection,Unreviewed
West Virginia,arrestee,197323,Spike Detection,Unreviewed
West Virginia,forensic_profiles,8087,Spike Detection,Unreviewed
West Virginia,arrestee,-197316,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-8087,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-190771,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,14632,Spike Detection,Unreviewed
West Virginia,offender_profiles,-14631,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,198172,Spike Detection,Unreviewed
West Virginia,arrestee,204145,Spike Detection,Unreviewed
West Virginia,forensic_profiles,8658,Spike Detection,Unreviewed
West Virginia,arrestee,-204138,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-8658,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-198166,Monotonicity Violation,Unreviewed
West Virginia,unknown,NA,Laboratory Jump,Unreviewed
West Virginia,arrestee,-656,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-32,Monotonicity Violation,Unreviewed
West Virginia,total_profiles,-32,Monotonicity Violation,Unreviewed
West Virginia,offender_profiles,-2,Monotonicity Violation,Unreviewed
West Virginia,forensic_profiles,-1,Monotonicity Violation,Unreviewed
Wisconsin,arrestee,-655,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,-5064,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-66,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-5130,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-17,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-17,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,-2113,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-42,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-2155,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,-1480,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-238,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-1718,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,1541,Spike Detection,Unreviewed
Wisconsin,offender_profiles,1427,Spike Detection,Unreviewed
Wisconsin,offender_profiles,-3460,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-593,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-4053,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,-10626,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-1694,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-12320,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,-134365,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-1339,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,48212,Spike Detection,Unreviewed
Wisconsin,arrestee,183916,Spike Detection,Unreviewed
Wisconsin,arrestee,-176334,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-6240,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-48209,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,134365,Spike Detection,Unreviewed
Wisconsin,offender_profiles,-134365,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,48209,Spike Detection,Unreviewed
Wisconsin,arrestee,176334,Spike Detection,Unreviewed
Wisconsin,forensic_profiles,6240,Spike Detection,Unreviewed
Wisconsin,arrestee,-176334,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-6240,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-48209,Monotonicity Violation,Unreviewed
Wisconsin,arrestee,-7582,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,1443,Spike Detection,Unreviewed
Wisconsin,offender_profiles,-148131,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-1714,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,47502,Spike Detection,Unreviewed
Wisconsin,arrestee,197347,Spike Detection,Unreviewed
Wisconsin,arrestee,-187678,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-7952,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-47499,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,148131,Spike Detection,Unreviewed
Wisconsin,offender_profiles,-148131,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,48250,Spike Detection,Unreviewed
Wisconsin,arrestee,188296,Spike Detection,Unreviewed
Wisconsin,forensic_profiles,8085,Spike Detection,Unreviewed
Wisconsin,arrestee,-188174,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-8085,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-47408,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,148851,Spike Detection,Unreviewed
Wisconsin,offender_profiles,-148850,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,54809,Spike Detection,Unreviewed
Wisconsin,arrestee,195003,Spike Detection,Unreviewed
Wisconsin,forensic_profiles,8656,Spike Detection,Unreviewed
Wisconsin,arrestee,-194570,Monotonicity Violation,Unreviewed
Wisconsin,forensic_profiles,-8657,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-50634,Monotonicity Violation,Unreviewed
Wisconsin,unknown,NA,Laboratory Jump,Unreviewed
Wisconsin,arrestee,-10224,Monotonicity Violation,Unreviewed
Wisconsin,arrestee,-1,Monotonicity Violation,Unreviewed
Wisconsin,offender_profiles,-55741,Monotonicity Violation,Unreviewed
Wisconsin,total_profiles,-51406,Monotonicity Violation,Unreviewed
Wyoming,arrestee,-4,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-1,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-818,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-818,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-3385,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-3385,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-1154,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-1,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-1155,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-1755,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-9,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-1764,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,1764,Spike Detection,Unreviewed
Wyoming,offender_profiles,1755,Spike Detection,Unreviewed
Wyoming,offender_profiles,-1755,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-9,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-1764,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,1956,Spike Detection,Unreviewed
Wyoming,offender_profiles,1943,Spike Detection,Unreviewed
Wyoming,offender_profiles,-1943,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-13,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-1956,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-1943,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-14,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-1957,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,2690,Spike Detection,Unreviewed
Wyoming,offender_profiles,2673,Spike Detection,Unreviewed
Wyoming,offender_profiles,-2673,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-17,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-2690,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-2673,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-29,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-2702,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,6102,Spike Detection,Unreviewed
Wyoming,offender_profiles,6065,Spike Detection,Unreviewed
Wyoming,offender_profiles,-6065,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-37,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-6102,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-6242,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-47,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-6289,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,6443,Spike Detection,Unreviewed
Wyoming,offender_profiles,6390,Spike Detection,Unreviewed
Wyoming,offender_profiles,-6390,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-53,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-6443,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,6446,Spike Detection,Unreviewed
Wyoming,offender_profiles,6390,Spike Detection,Unreviewed
Wyoming,offender_profiles,-6390,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-56,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-6446,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-7098,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-63,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-7161,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-8488,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-107,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-8595,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-13284,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,176676,Spike Detection,Unreviewed
Wyoming,arrestee,183916,Spike Detection,Unreviewed
Wyoming,forensic_profiles,6044,Spike Detection,Unreviewed
Wyoming,arrestee,-183717,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-176675,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,13284,Spike Detection,Unreviewed
Wyoming,offender_profiles,-13284,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,176675,Spike Detection,Unreviewed
Wyoming,arrestee,183717,Spike Detection,Unreviewed
Wyoming,forensic_profiles,6242,Spike Detection,Unreviewed
Wyoming,arrestee,-183717,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-6242,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-176675,Monotonicity Violation,Unreviewed
Wyoming,arrestee,-199,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-15698,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,189340,Spike Detection,Unreviewed
Wyoming,arrestee,197347,Spike Detection,Unreviewed
Wyoming,forensic_profiles,7691,Spike Detection,Unreviewed
Wyoming,arrestee,-197083,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-7954,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-189339,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,15698,Spike Detection,Unreviewed
Wyoming,offender_profiles,-15698,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,190090,Spike Detection,Unreviewed
Wyoming,arrestee,197701,Spike Detection,Unreviewed
Wyoming,forensic_profiles,8087,Spike Detection,Unreviewed
Wyoming,arrestee,-197699,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-8087,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-189998,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,15788,Spike Detection,Unreviewed
Wyoming,offender_profiles,-15787,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,197399,Spike Detection,Unreviewed
Wyoming,arrestee,204528,Spike Detection,Unreviewed
Wyoming,forensic_profiles,8658,Spike Detection,Unreviewed
Wyoming,arrestee,-204500,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-8658,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-196862,Monotonicity Violation,Unreviewed
Wyoming,unknown,NA,Laboratory Jump,Unreviewed
Wyoming,arrestee,-294,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-1,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-1,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-18292,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-752,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-18963,Monotonicity Violation,Unreviewed
Wyoming,arrestee,-81,Monotonicity Violation,Unreviewed
Wyoming,offender_profiles,-24066,Monotonicity Violation,Unreviewed
Wyoming,forensic_profiles,-1753,Monotonicity Violation,Unreviewed
Wyoming,total_profiles,-25738,Monotonicity Violation,Unreviewed
Wyoming,arrestee,-81,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-864,Monotonicity Violation,Unreviewed
Puerto Rico,total_profiles,-864,Monotonicity Violation,Unreviewed
Puerto Rico,forensic_profiles,-8,Monotonicity Violation,Unreviewed
Puerto Rico,forensic_profiles,-110,Monotonicity Violation,Unreviewed
Puerto Rico,total_profiles,-110,Monotonicity Violation,Unreviewed
Puerto Rico,forensic_profiles,-32,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-2,Monotonicity Violation,Unreviewed
Puerto Rico,total_profiles,-2,Monotonicity Violation,Unreviewed
Puerto Rico,unknown,NA,Laboratory Jump,Unreviewed
Puerto Rico,arrestee,-33,Monotonicity Violation,Unreviewed
Puerto Rico,forensic_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,total_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-227,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-17,Monotonicity Violation,Unreviewed
Puerto Rico,total_profiles,-14,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-1,Monotonicity Violation,Unreviewed
Puerto Rico,offender_profiles,-1,Monotonicity Violation,Unreviewed
DC/FBI Lab,forensic_profiles,-786,Monotonicity Violation,Unreviewed
DC/FBI Lab,offender_profiles,-3,Monotonicity Violation,Unreviewed
DC/FBI Lab,offender_profiles,-368,Monotonicity Violation,Unreviewed
DC/FBI Lab,forensic_profiles,-40,Monotonicity Violation,Unreviewed
DC/FBI Lab,total_profiles,-408,Monotonicity Violation,Unreviewed
DC/FBI Lab,offender_profiles,-1351,Monotonicity Violation,Unreviewed
DC/FBI Lab,forensic_profiles,-71,Monotonicity Violation,Unreviewed
DC/FBI Lab,total_profiles,-1422,Monotonicity Violation,Unreviewed
DC/FBI Lab,offender_profiles,-24658,Monotonicity Violation,Unreviewed
DC/FBI Lab,forensic_profiles,-218,Monotonicity Violation,Unreviewed
DC/FBI Lab,total_profiles,-24876,Monotonicity Violation,Unreviewed
DC/FBI Lab,offender_profiles,-1598511,Monotonicity Violation,Unreviewed
DC/FBI Lab,total_profiles,-1582245,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-226,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-226,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-8,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-8,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-1,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-1,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-1,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-1,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-1,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-1,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-30,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-30,Monotonicity Violation,Unreviewed
DC/Metro PD,forensic_profiles,-14,Monotonicity Violation,Unreviewed
DC/Metro PD,total_profiles,-14,Monotonicity Violation,Unreviewed
U.S. Army,offender_profiles,-4347,Monotonicity Violation,Unreviewed
